# Observation File: water_balance.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [d]
# -----------------------------------------------------------------------------
# Observation Name: surface water content [mol]
# Region: surface domain
# Reduction: extensive integral
# Variable: surface-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: subsurface water content [mol]
# Region: computational domain
# Reduction: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: runoff surface [mol d^-1]
# Region: surface outlet
# Reduction: extensive integral
# Variable: surface-water_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: runoff subsurface [mol d^-1]
# Region: lakeside
# Reduction: extensive integral
# Variable: water_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: rain precipitation [m d^-1]
# Region: surface domain
# Reduction: integral
# Variable: surface-water_source
# Number of Vectors: 1
# =============================================================================
"time [d]","surface water content [mol]","subsurface water content [mol]","runoff surface [mol d^-1]","runoff subsurface [mol d^-1]","rain precipitation [m d^-1]"
5.792596428161e+03,5.680016195010e+06,8.180784513999e+07,0.000000000000e+00,6.822813796965e+04,9.860761315264e-01
5.821128723633e+03,5.679675642960e+06,8.179079002758e+07,0.000000000000e+00,8.516688305565e+04,1.232595164408e+00
5.838961408303e+03,5.679464454125e+06,8.178017552177e+07,0.000000000000e+00,5.318347889639e+04,7.703719777550e-01
5.856794092974e+03,5.679254546777e+06,8.176960571419e+07,0.000000000000e+00,5.313803299150e+04,7.703719777550e-01
5.874626777644e+03,5.679044187587e+06,8.175908020418e+07,0.000000000000e+00,5.309273089222e+04,7.703719777550e-01
5.892459462314e+03,5.678836944686e+06,8.174859895778e+07,0.000000000000e+00,5.304796189974e+04,7.703719777550e-01
5.914750318152e+03,5.678578692150e+06,8.173556585997e+07,0.000000000000e+00,6.624060594472e+04,9.629649721937e-01
5.942613887949e+03,5.678257501767e+06,8.171938045999e+07,0.000000000000e+00,8.269334931888e+04,1.203706215242e+00
5.971306943975e+03,5.677928675807e+06,8.170282456749e+07,0.000000000000e+00,8.504225919410e+04,1.239540020296e+00
6.000000000000e+03,5.677601489956e+06,8.168637894729e+07,0.000000000000e+00,8.493039982826e+04,1.239540020296e+00
6.035025703156e+03,5.677202650682e+06,8.166646611227e+07,0.000000000000e+00,1.035091794739e+05,1.513110376338e+00
6.052538554734e+03,5.677004507305e+06,8.165655012701e+07,0.000000000000e+00,5.171349759826e+04,7.565551881689e-01
6.070051406312e+03,5.676808019962e+06,8.164667440180e+07,0.000000000000e+00,5.167278515278e+04,7.565551881689e-01
6.087564257890e+03,5.676612164741e+06,8.163683868341e+07,0.000000000000e+00,5.163233239178e+04,7.565551881689e-01
6.105077109468e+03,5.676416907634e+06,8.162704275360e+07,0.000000000000e+00,5.159212246147e+04,7.565551881689e-01
6.126968173940e+03,5.676174287680e+06,8.161485966818e+07,0.000000000000e+00,6.442783484135e+04,9.456939852112e-01
6.154332004531e+03,5.675872070864e+06,8.159972658147e+07,0.000000000000e+00,8.043814021798e+04,1.182117481514e+00
6.175709997180e+03,5.675636496189e+06,8.158796194996e+07,0.000000000000e+00,6.278358271383e+04,9.235292824328e-01
6.197087989829e+03,5.675401699085e+06,8.157625508243e+07,0.000000000000e+00,6.272520318704e+04,9.235292824328e-01
6.218465982478e+03,5.675166942152e+06,8.156460557832e+07,0.000000000000e+00,6.266705218491e+04,9.235292824328e-01
6.239843975127e+03,5.674933399969e+06,8.155301318581e+07,0.000000000000e+00,6.260926088413e+04,9.235292824328e-01
6.253205220532e+03,5.674787986211e+06,8.154579018474e+07,0.000000000000e+00,3.910833432779e+04,5.772058015205e-01
6.266566465938e+03,5.674643112053e+06,8.153858935038e+07,0.000000000000e+00,3.908599702736e+04,5.772058015205e-01
6.279927711343e+03,5.674498751727e+06,8.153141060904e+07,0.000000000000e+00,3.906377632401e+04,5.772058015205e-01
6.293288956749e+03,5.674354886764e+06,8.152425388203e+07,0.000000000000e+00,3.904166649270e+04,5.772058015205e-01
6.306650202154e+03,5.674211443768e+06,8.151711908628e+07,0.000000000000e+00,3.901965844370e+04,5.772058015205e-01
6.323351758911e+03,5.674032479107e+06,8.150823469275e+07,0.000000000000e+00,4.874033082633e+04,7.215072519006e-01
6.344228704858e+03,5.673815351053e+06,8.149718267672e+07,0.000000000000e+00,6.087316611511e+04,9.018840648757e-01
6.365105650804e+03,5.673598073541e+06,8.148618344140e+07,0.000000000000e+00,6.082138788828e+04,9.018840648757e-01
6.391201833237e+03,5.673326378460e+06,8.147251606301e+07,0.000000000000e+00,7.594616433680e+04,1.127355081095e+00
6.423822061277e+03,5.672986636556e+06,8.145555818921e+07,0.000000000000e+00,9.480722556157e+04,1.409193851368e+00
6.474791167591e+03,5.672455621212e+06,8.142936623306e+07,0.000000000000e+00,1.478312682954e+05,2.201865392763e+00
6.574340203361e+03,5.671418513037e+06,8.137934655391e+07,0.000000000000e+00,2.875789157146e+05,4.300518345240e+00
6.632210573731e+03,5.670815461708e+06,8.135064666544e+07,0.000000000000e+00,1.667901701143e+05,2.500000000000e+00
6.661145758916e+03,5.670514372972e+06,8.133639037921e+07,0.000000000000e+00,8.329894899026e+04,1.250000000000e+00
6.690080944102e+03,5.670214304235e+06,8.132222706707e+07,0.000000000000e+00,8.320339608387e+04,1.250000000000e+00
6.719016129287e+03,5.669915243127e+06,8.130815603901e+07,0.000000000000e+00,8.310844228692e+04,1.250000000000e+00
6.747951314472e+03,5.669616662236e+06,8.129417652936e+07,0.000000000000e+00,8.301394533612e+04,1.250000000000e+00
6.784120295953e+03,5.669245193322e+06,8.127684392311e+07,0.000000000000e+00,1.036210242442e+05,1.562500000000e+00
6.829331522805e+03,5.668788670841e+06,8.125539804927e+07,0.000000000000e+00,1.293018400556e+05,1.953125000000e+00
6.851937136231e+03,5.668561179843e+06,8.124472968773e+07,0.000000000000e+00,6.459525690147e+04,9.765625000000e-01
6.874542749657e+03,5.668334835996e+06,8.123411562504e+07,0.000000000000e+00,6.454000544873e+04,9.765625000000e-01
6.897148363083e+03,5.668109590533e+06,8.122355555883e+07,0.000000000000e+00,6.448515034568e+04,9.765625000000e-01
6.925405379866e+03,5.667827939379e+06,8.121043911298e+07,0.000000000000e+00,8.052106989280e+04,1.220703125000e+00
6.943066015355e+03,5.667652064395e+06,8.120227384116e+07,0.000000000000e+00,5.029240075854e+04,7.629394531250e-01
6.960726650844e+03,5.667477569351e+06,8.119414106001e+07,0.000000000000e+00,5.025940644198e+04,7.629394531250e-01
6.978387286333e+03,5.667304679516e+06,8.118604065162e+07,0.000000000000e+00,5.022672426890e+04,7.629394531250e-01
6.989193643166e+03,5.667199550038e+06,8.118109619048e+07,0.000000000000e+00,3.072105192204e+04,4.668346152173e-01
7.000000000000e+03,5.667094520252e+06,8.117616374830e+07,0.000000000000e+00,3.070893983127e+04,4.668346152173e-01
7.017660635489e+03,5.666922472201e+06,8.116813467683e+07,0.000000000000e+00,5.015483340611e+04,7.629394531250e-01
7.045255378441e+03,5.666653847988e+06,8.115566660324e+07,0.000000000000e+00,7.828838619885e+04,1.192092895508e+00
7.072203369604e+03,5.666391782292e+06,8.114356406604e+07,0.000000000000e+00,7.637885129000e+04,1.164153218269e+00
7.099151360768e+03,5.666130084509e+06,8.113153436652e+07,0.000000000000e+00,7.630451229029e+04,1.164153218269e+00
7.126099351932e+03,5.665869863667e+06,8.111957711364e+07,0.000000000000e+00,7.623071771836e+04,1.164153218269e+00
7.153047343095e+03,5.665610829314e+06,8.110769183658e+07,0.000000000000e+00,7.615750366891e+04,1.164153218269e+00
7.169889837572e+03,5.665448375556e+06,8.110029145035e+07,0.000000000000e+00,4.756986615400e+04,7.275957614183e-01
7.186732332050e+03,5.665285887484e+06,8.109291887045e+07,0.000000000000e+00,4.754131720329e+04,7.275957614183e-01
7.203574826527e+03,5.665123250920e+06,8.108557398237e+07,0.000000000000e+00,4.751279118926e+04,7.275957614183e-01
7.220417321004e+03,5.664960507655e+06,8.107825667808e+07,0.000000000000e+00,4.748429332431e+04,7.275957614183e-01
7.237259815482e+03,5.664797599816e+06,8.107096685047e+07,0.000000000000e+00,4.745581923525e+04,7.275957614183e-01
7.258312933578e+03,5.664594297589e+06,8.106189733495e+07,0.000000000000e+00,5.927537969853e+04,9.094947017729e-01
7.271471132388e+03,5.664467565209e+06,8.105624556567e+07,0.000000000000e+00,3.702979494700e+04,5.684341886081e-01
7.284629331199e+03,5.664341205741e+06,8.105061046097e+07,0.000000000000e+00,3.701255403492e+04,5.684341886081e-01
7.297787530009e+03,5.664215529574e+06,8.104499197938e+07,0.000000000000e+00,3.699545351834e+04,5.684341886081e-01
7.304366629414e+03,5.664152854745e+06,8.104218688904e+07,0.000000000000e+00,1.849346362848e+04,2.842170943040e-01
7.310945728820e+03,5.664090554440e+06,8.103938596423e+07,0.000000000000e+00,1.848921898269e+04,2.842170943040e-01
7.317524828225e+03,5.664028553387e+06,8.103658918736e+07,0.000000000000e+00,1.848499354980e+04,2.842170943040e-01
7.324103927630e+03,5.663966885376e+06,8.103379656228e+07,0.000000000000e+00,1.848079071177e+04,2.842170943040e-01
7.332327801886e+03,5.663890061925e+06,8.103031224091e+07,0.000000000000e+00,2.309445606181e+04,3.552713678800e-01
7.342607644707e+03,5.663796458489e+06,8.102596703718e+07,0.000000000000e+00,2.885804456009e+04,4.440892098501e-01
7.358669899114e+03,5.663650671008e+06,8.101920220712e+07,0.000000000000e+00,4.506652081406e+04,6.938893903908e-01
7.390041489753e+03,5.663366352950e+06,8.100608228691e+07,0.000000000000e+00,8.792907080178e+04,1.355252715607e+00
7.428336888483e+03,5.663019507708e+06,8.099020355047e+07,0.000000000000e+00,1.071998266063e+05,1.654361225106e+00
7.466632287212e+03,5.662672902387e+06,8.097446040638e+07,0.000000000000e+00,1.070649784071e+05,1.654361225106e+00
7.504927685941e+03,5.662326528702e+06,8.095885185831e+07,0.000000000000e+00,1.069307506114e+05,1.654361225106e+00
7.543223084671e+03,5.661980355278e+06,8.094337701435e+07,0.000000000000e+00,1.067971692522e+05,1.654361225106e+00
7.591092333082e+03,5.661547709480e+06,8.092424049400e+07,0.000000000000e+00,1.332888431901e+05,2.067951531383e+00
7.621010613339e+03,5.661277373026e+06,8.091236058219e+07,0.000000000000e+00,8.322497070428e+04,1.292469707114e+00
7.650928893597e+03,5.661006954663e+06,8.090056060885e+07,0.000000000000e+00,8.314494978693e+04,1.292469707114e+00
7.680847173854e+03,5.660734954561e+06,8.088884051470e+07,0.000000000000e+00,8.306670742142e+04,1.292469707114e+00
7.710765454111e+03,5.660468216236e+06,8.087719793158e+07,0.000000000000e+00,8.298377121224e+04,1.292469707114e+00
7.748163304433e+03,5.660134968122e+06,8.086276807268e+07,0.000000000000e+00,1.036045023137e+05,1.615587133893e+00
7.771536960884e+03,5.659927086467e+06,8.085379706266e+07,0.000000000000e+00,6.470443085081e+04,1.009741958683e+00
7.794910617335e+03,5.659719882660e+06,8.084487338094e+07,0.000000000000e+00,6.465639061430e+04,1.009741958683e+00
7.818284273786e+03,5.659513583801e+06,8.083599681171e+07,0.000000000000e+00,6.460865049063e+04,1.009741958683e+00
7.841657930237e+03,5.659308193115e+06,8.082716709887e+07,0.000000000000e+00,6.456121040908e+04,1.009741958683e+00
7.870875000801e+03,5.659051962205e+06,8.081620265158e+07,0.000000000000e+00,8.062777005107e+04,1.262177448354e+00
7.907396339005e+03,5.658732489162e+06,8.080260974594e+07,0.000000000000e+00,1.006701015240e+05,1.577721810442e+00
7.935928634478e+03,5.658483729235e+06,8.079205860707e+07,0.000000000000e+00,7.857896557175e+04,1.232595164408e+00
7.964460929950e+03,5.658234972046e+06,8.078157530901e+07,0.000000000000e+00,7.850965978166e+04,1.232595164408e+00
7.982230464975e+03,5.658080188129e+06,8.077507262747e+07,0.000000000000e+00,4.886792742538e+04,7.676439130790e-01
8.000000000000e+03,5.657926192696e+06,8.076859612918e+07,0.000000000000e+00,4.884127724931e+04,7.676439130790e-01
8.028532295472e+03,5.657680952640e+06,8.075826392327e+07,0.000000000000e+00,7.835564120199e+04,1.232595164408e+00
8.064197664813e+03,5.657375312292e+06,8.074545242440e+07,0.000000000000e+00,9.783886899067e+04,1.540743955510e+00
8.092061234610e+03,5.657136910760e+06,8.073550628852e+07,0.000000000000e+00,7.637239978599e+04,1.203706215242e+00
8.119924804407e+03,5.656899943964e+06,8.072562273244e+07,0.000000000000e+00,7.630866135388e+04,1.203706215242e+00
8.147788374205e+03,5.656664232143e+06,8.071580134546e+07,0.000000000000e+00,7.624539173838e+04,1.203706215242e+00
8.175651944002e+03,5.656429681215e+06,8.070604173611e+07,0.000000000000e+00,7.618258019952e+04,1.203706215242e+00
8.210481406249e+03,5.656137285108e+06,8.069393800876e+07,0.000000000000e+00,9.513067799440e+04,1.504632769053e+00
8.232249820153e+03,5.655956004617e+06,8.068641052983e+07,0.000000000000e+00,5.941888617311e+04,9.403954806578e-01
8.254018234057e+03,5.655775470874e+06,8.067892021948e+07,0.000000000000e+00,5.938133671849e+04,9.403954806578e-01
8.275786647961e+03,5.655595596413e+06,8.067146688517e+07,0.000000000000e+00,5.934400754422e+04,9.403954806578e-01
8.297555061865e+03,5.655416809003e+06,8.066405039406e+07,0.000000000000e+00,5.930695867812e+04,9.403954806578e-01
8.324765579245e+03,5.655194184451e+06,8.065483696463e+07,0.000000000000e+00,7.407618243623e+04,1.175494350822e+00
8.358778725970e+03,5.654916595880e+06,8.064340877574e+07,0.000000000000e+00,9.250585593502e+04,1.469367938528e+00
8.385351496849e+03,5.654700369888e+06,8.063453422875e+07,0.000000000000e+00,7.221593640206e+04,1.147943701975e+00
8.411924267728e+03,5.654484937392e+06,8.062571313163e+07,0.000000000000e+00,7.216195900965e+04,1.147943701975e+00
8.438497038608e+03,5.654270233414e+06,8.061694514356e+07,0.000000000000e+00,7.210828697835e+04,1.147943701975e+00
8.465069809487e+03,5.654056243996e+06,8.060822992405e+07,0.000000000000e+00,7.205486703473e+04,1.147943701975e+00
8.498285773085e+03,5.653789460048e+06,8.059741781373e+07,0.000000000000e+00,8.998565013022e+04,1.434929627469e+00
8.539805727584e+03,5.653456894749e+06,8.058402940862e+07,0.000000000000e+00,1.123531576221e+05,1.793662034336e+00
8.572243192036e+03,5.653197878002e+06,8.057364653621e+07,0.000000000000e+00,8.769767916881e+04,1.401298464325e+00
8.604680656488e+03,5.652939840776e+06,8.056333992737e+07,0.000000000000e+00,8.761991329833e+04,1.401298464325e+00
8.637118120940e+03,5.652682794013e+06,8.055310908179e+07,0.000000000000e+00,8.754262642609e+04,1.401298464325e+00
8.669555585392e+03,5.652426234796e+06,8.054295343321e+07,0.000000000000e+00,8.746573651119e+04,1.401298464325e+00
8.689829000674e+03,5.652267884399e+06,8.053663552162e+07,0.000000000000e+00,5.463635850406e+04,8.758115402030e-01
8.710102415957e+03,5.652110168624e+06,8.053034679880e+07,0.000000000000e+00,5.460684906092e+04,8.758115402030e-01
8.730375831239e+03,5.651953130254e+06,8.052408714014e+07,0.000000000000e+00,5.457752288622e+04,8.758115402030e-01
8.750649246522e+03,5.651796708722e+06,8.051785642690e+07,0.000000000000e+00,5.454836115858e+04,8.758115402030e-01
8.770922661804e+03,5.651640845899e+06,8.051165454016e+07,0.000000000000e+00,5.451935422583e+04,8.758115402030e-01
8.796264430907e+03,5.651446740192e+06,8.050394696296e+07,0.000000000000e+00,6.810413696573e+04,1.094764425254e+00
8.827941642286e+03,5.651204799995e+06,8.049438195993e+07,0.000000000000e+00,8.506012475525e+04,1.368455531567e+00
8.877437285066e+03,5.650827351374e+06,8.047960465309e+07,0.000000000000e+00,1.327363152255e+05,2.138211768074e+00
8.908077963799e+03,5.650594311697e+06,8.047052064905e+07,0.000000000000e+00,8.210664187874e+04,1.323677321292e+00
8.938718642533e+03,5.650362031159e+06,8.046150028963e+07,0.000000000000e+00,8.204212560237e+04,1.323677321292e+00
8.969359321266e+03,5.650130531017e+06,8.045254322325e+07,0.000000000000e+00,8.197795897846e+04,1.323677321292e+00
9.000000000000e+03,5.649897478218e+06,8.044364889166e+07,0.000000000000e+00,8.191369334114e+04,1.323677321292e+00
9.019150424209e+03,5.649751394441e+06,8.043811434313e+07,0.000000000000e+00,5.117091100969e+04,8.272983258074e-01
9.038300848417e+03,5.649605483212e+06,8.043260414741e+07,0.000000000000e+00,5.114576806752e+04,8.272983258074e-01
9.057451272626e+03,5.649459752035e+06,8.042711823571e+07,0.000000000000e+00,5.112066804412e+04,8.272983258074e-01
9.076601696834e+03,5.649318196320e+06,8.042165686818e+07,0.000000000000e+00,5.109612673085e+04,8.272983258074e-01
9.095752121043e+03,5.649177113213e+06,8.041621972662e+07,0.000000000000e+00,5.107183454959e+04,8.272983258074e-01
9.119690151303e+03,5.649001204282e+06,8.040946088622e+07,0.000000000000e+00,6.380206240334e+04,1.034122907259e+00
9.149612689129e+03,5.648781975029e+06,8.040107066422e+07,0.000000000000e+00,7.969396484074e+04,1.292653634074e+00
9.196366654482e+03,5.648440039651e+06,8.038810195131e+07,0.000000000000e+00,1.243794725187e+05,2.019771303241e+00
9.242024823772e+03,5.648105427293e+06,8.037557024960e+07,0.000000000000e+00,1.213288293454e+05,1.972432913321e+00
9.287682993061e+03,5.647774054407e+06,8.036317075323e+07,0.000000000000e+00,1.211947669526e+05,1.972432913321e+00
9.333341162351e+03,5.647443401205e+06,8.035090217754e+07,0.000000000000e+00,1.210615292531e+05,1.972432913321e+00
9.356170246996e+03,5.647279090983e+06,8.034480051030e+07,0.000000000000e+00,6.049770014649e+04,9.862164566604e-01
9.378999331641e+03,5.647114980372e+06,8.033873124217e+07,0.000000000000e+00,6.046471969900e+04,9.862164566605e-01
9.401828416286e+03,5.646951459647e+06,8.033269428716e+07,0.000000000000e+00,6.043194651117e+04,9.862164566605e-01
9.424657500931e+03,5.646790854677e+06,8.032668963846e+07,0.000000000000e+00,6.039963424602e+04,9.862164566605e-01
9.453193856737e+03,5.646590524339e+06,8.031923412027e+07,0.000000000000e+00,7.544945565240e+04,1.232770570826e+00
9.488864301495e+03,5.646340562581e+06,8.030999252554e+07,0.000000000000e+00,9.423392117504e+04,1.540963213532e+00
9.544599371429e+03,5.645950701757e+06,8.029573966095e+07,0.000000000000e+00,1.470514329774e+05,2.407755021144e+00
9.599028150661e+03,5.645570817177e+06,8.028199695915e+07,0.000000000000e+00,1.434255866949e+05,2.351323262836e+00
9.626242540277e+03,5.645381551132e+06,8.027516937905e+07,0.000000000000e+00,7.166819680184e+04,1.175661631418e+00
9.653456929893e+03,5.645193146828e+06,8.026838530874e+07,0.000000000000e+00,7.162386910829e+04,1.175661631418e+00
9.680671319509e+03,5.645005654804e+06,8.026164449396e+07,0.000000000000e+00,7.157981818345e+04,1.175661631418e+00
9.707885709126e+03,5.644818987636e+06,8.025494666367e+07,0.000000000000e+00,7.153603862195e+04,1.175661631418e+00
9.741903696146e+03,5.644586397156e+06,8.024664099519e+07,0.000000000000e+00,8.935202553691e+04,1.469577039272e+00
9.784426179921e+03,5.644297153007e+06,8.023636201153e+07,0.000000000000e+00,1.115845434481e+05,1.836971299090e+00
9.817646870370e+03,5.644070237485e+06,8.022839387893e+07,0.000000000000e+00,8.711106252106e+04,1.435133827414e+00
9.850867560820e+03,5.643841645824e+06,8.022048748047e+07,0.000000000000e+00,8.704643026011e+04,1.435133827414e+00
9.867477906045e+03,5.643727505393e+06,8.021654967909e+07,0.000000000000e+00,4.350705972363e+04,7.175669137072e-01
9.884088251269e+03,5.643613543784e+06,8.021262724523e+07,0.000000000000e+00,4.349092682367e+04,7.175669137072e-01
9.900698596494e+03,5.643500909719e+06,8.020872021910e+07,0.000000000000e+00,4.347496410629e+04,7.175669137072e-01
9.917308941719e+03,5.643389593474e+06,8.020482859096e+07,0.000000000000e+00,4.345913009745e+04,7.175669137072e-01
9.938071873250e+03,5.643250627630e+06,8.019998781194e+07,0.000000000000e+00,5.429927189361e+04,8.969586421340e-01
9.964025537663e+03,5.643077692688e+06,8.019397387286e+07,0.000000000000e+00,6.783608212971e+04,1.121198302667e+00
9.982012768832e+03,5.642958000641e+06,8.018982351556e+07,0.000000000000e+00,4.699568298097e+04,7.770483864769e-01
1.000000000000e+04,5.642838486194e+06,8.018569072038e+07,0.000000000000e+00,4.697748676071e+04,7.770483864769e-01
1.001798723117e+04,5.642719157778e+06,8.018157542194e+07,0.000000000000e+00,4.695933357115e+04,7.770483864769e-01
1.003597446234e+04,5.642600030194e+06,8.017747755464e+07,0.000000000000e+00,4.694123921174e+04,7.770483864769e-01
1.005845850130e+04,5.642451343593e+06,8.017238230365e+07,0.000000000000e+00,5.864836295671e+04,9.713104830962e-01
1.007251102565e+04,5.642358652925e+06,8.016920834162e+07,0.000000000000e+00,3.664426314013e+04,6.070690519351e-01
1.008656355000e+04,5.642266188616e+06,8.016604490172e+07,0.000000000000e+00,3.663333185718e+04,6.070690519351e-01
1.010061607435e+04,5.642174072875e+06,8.016289196748e+07,0.000000000000e+00,3.662244581820e+04,6.070690519351e-01
1.011466859870e+04,5.642082233631e+06,8.015974948845e+07,0.000000000000e+00,3.661158770523e+04,6.070690519351e-01
1.013223425414e+04,5.641969031680e+06,8.015583777374e+07,0.000000000000e+00,4.574775025295e+04,7.588363149189e-01
1.014321278879e+04,5.641898286492e+06,8.015339929023e+07,0.000000000000e+00,2.858582235197e+04,4.742726968243e-01
1.015419132343e+04,5.641827629185e+06,8.015096713404e+07,0.000000000000e+00,2.857930990733e+04,4.742726968243e-01
1.016516985808e+04,5.641757258423e+06,8.014854131590e+07,0.000000000000e+00,2.857282116982e+04,4.742726968243e-01
1.017614839273e+04,5.641687170493e+06,8.014612182463e+07,0.000000000000e+00,2.856636361234e+04,4.742726968243e-01
1.018987156104e+04,5.641599778561e+06,8.014310729813e+07,0.000000000000e+00,3.569790371703e+04,5.928408710304e-01
1.020702552143e+04,5.641490731272e+06,8.013935444605e+07,0.000000000000e+00,4.460672920280e+04,7.410510887880e-01
1.023382858454e+04,5.641321967730e+06,8.013352791394e+07,0.000000000000e+00,6.966026471871e+04,1.157892326231e+00
1.026000345085e+04,5.641157443381e+06,8.012787314174e+07,0.000000000000e+00,6.799169647981e+04,1.130754224835e+00
1.028617831717e+04,5.640994804584e+06,8.012225354242e+07,0.000000000000e+00,6.795621941608e+04,1.130754224835e+00
1.031235318349e+04,5.640838442549e+06,8.011666923298e+07,0.000000000000e+00,6.792178672351e+04,1.130754224835e+00
1.033852804980e+04,5.640682555672e+06,8.011111973638e+07,0.000000000000e+00,6.788783101200e+04,1.130754224835e+00
1.037124663270e+04,5.640486833852e+06,8.010423655071e+07,0.000000000000e+00,8.480683369845e+04,1.413442781044e+00
1.041214486131e+04,5.640242201575e+06,8.009571564758e+07,0.000000000000e+00,1.059259364344e+05,1.766803476305e+00
1.044409660242e+04,5.640051961589e+06,8.008910908864e+07,0.000000000000e+00,8.270446830938e+04,1.380315215863e+00
1.047604834353e+04,5.639862256985e+06,8.008255252059e+07,0.000000000000e+00,8.265455842409e+04,1.380315215863e+00
1.050800008464e+04,5.639673172408e+06,8.007604556935e+07,0.000000000000e+00,8.260488637039e+04,1.380315215863e+00
1.053995182575e+04,5.639484644328e+06,8.006958785407e+07,0.000000000000e+00,8.255544927380e+04,1.380315215863e+00
1.057989150213e+04,5.639249463450e+06,8.006159189362e+07,0.000000000000e+00,1.031173877826e+05,1.725394019829e+00
1.062981609761e+04,5.638955883795e+06,8.005171455460e+07,0.000000000000e+00,1.287770098831e+05,2.156742524786e+00
1.066881968783e+04,5.638727121344e+06,8.004406903336e+07,0.000000000000e+00,1.005343251564e+05,1.684955097489e+00
1.070782327805e+04,5.638499037670e+06,8.003649401274e+07,0.000000000000e+00,1.004619392985e+05,1.684955097489e+00
1.074682686827e+04,5.638271767334e+06,8.002898888257e+07,0.000000000000e+00,1.003899667223e+05,1.684955097489e+00
1.078583045849e+04,5.638045377257e+06,8.002155300737e+07,0.000000000000e+00,1.003183859852e+05,1.684955097489e+00
1.081020770238e+04,5.637905158904e+06,8.001693255962e+07,0.000000000000e+00,6.267128860066e+04,1.053096935931e+00
1.083458494626e+04,5.637767156189e+06,8.001233901931e+07,0.000000000000e+00,6.264395974170e+04,1.053096935931e+00
1.085896219015e+04,5.637629534254e+06,8.000777212701e+07,0.000000000000e+00,6.261682958628e+04,1.053096935931e+00
1.088333943404e+04,5.637492701008e+06,8.000323174218e+07,0.000000000000e+00,6.258989998580e+04,1.053096935931e+00
1.090771667793e+04,5.637356964217e+06,7.999871773781e+07,0.000000000000e+00,6.256319404938e+04,1.053096935931e+00
1.093818823279e+04,5.637187802461e+06,7.999311608237e+07,0.000000000000e+00,7.816251507273e+04,1.316371169914e+00
1.097627767636e+04,5.636976959726e+06,7.998617721516e+07,0.000000000000e+00,9.763866498651e+04,1.645463962392e+00
1.100000000000e+04,5.636846399647e+06,7.998188003658e+07,0.000000000000e+00,6.078506593083e+04,1.024804381269e+00
1.105951475558e+04,5.636519537402e+06,7.997125062686e+07,0.000000000000e+00,1.523425407857e+05,2.571037441237e+00
1.108844994077e+04,5.636360803869e+06,7.996611830674e+07,0.000000000000e+00,7.403000075765e+04,1.250000000000e+00
1.111738512595e+04,5.636203208219e+06,7.996102142748e+07,0.000000000000e+00,7.399362142085e+04,1.250000000000e+00
1.114632031114e+04,5.636046280905e+06,7.995595972013e+07,0.000000000000e+00,7.395743355171e+04,1.250000000000e+00
1.117525549632e+04,5.635890228201e+06,7.995093302893e+07,0.000000000000e+00,7.392152053806e+04,1.250000000000e+00
1.121142447781e+04,5.635705477267e+06,7.994470474868e+07,0.000000000000e+00,9.234813859716e+04,1.562500000000e+00
1.124759345929e+04,5.635520763253e+06,7.993853056578e+07,0.000000000000e+00,9.229510035136e+04,1.562500000000e+00
1.129280468614e+04,5.635289865236e+06,7.993089641186e+07,0.000000000000e+00,1.152863440868e+05,1.953125000000e+00
1.134931871970e+04,5.635001221946e+06,7.992148291747e+07,0.000000000000e+00,1.439793717873e+05,2.441406250000e+00
1.143762189715e+04,5.634550207170e+06,7.990708428475e+07,0.000000000000e+00,2.246549077791e+05,3.814697265625e+00
1.155336263789e+04,5.633959235997e+06,7.988873147968e+07,0.000000000000e+00,2.939247441909e+05,5.000000000000e+00
1.161123300826e+04,5.633663921551e+06,7.987968328246e+07,0.000000000000e+00,1.468292698569e+05,2.500000000000e+00
1.166910337863e+04,5.633368855822e+06,7.987076162114e+07,0.000000000000e+00,1.466966055018e+05,2.500000000000e+00
1.169803856382e+04,5.633221353002e+06,7.986633221172e+07,0.000000000000e+00,7.331522120540e+04,1.250000000000e+00
1.172697374900e+04,5.633073982224e+06,7.986193400902e+07,0.000000000000e+00,7.328219932980e+04,1.250000000000e+00
1.175590893419e+04,5.632926832512e+06,7.985756681109e+07,0.000000000000e+00,7.324925085211e+04,1.250000000000e+00
1.178484411937e+04,5.632779930099e+06,7.985323040587e+07,0.000000000000e+00,7.321639604348e+04,1.250000000000e+00
1.180292861011e+04,5.632687853513e+06,7.985053212140e+07,0.000000000000e+00,4.574742556555e+04,7.812500000000e-01
1.182101310085e+04,5.632595987145e+06,7.984784575852e+07,0.000000000000e+00,4.573461770407e+04,7.812500000000e-01
1.183909759159e+04,5.632504324798e+06,7.984517127383e+07,0.000000000000e+00,4.572183404054e+04,7.812500000000e-01
1.185718208233e+04,5.632412231967e+06,7.984250859398e+07,0.000000000000e+00,4.570904929540e+04,7.812500000000e-01
1.187526657308e+04,5.632320352512e+06,7.983985768613e+07,0.000000000000e+00,4.569627587745e+04,7.812500000000e-01
1.189787218650e+04,5.632205467192e+06,7.983656233585e+07,0.000000000000e+00,5.710040275488e+04,9.765625000000e-01
